Campaign_Budget,Ad_Click_Rate,Conversion_Rate,Social_Media_Followers,Email_Open_Rate,Customer_Retention_Rate,Platform,Campaign_Type,Target_Audience,Region
41871.92,8.96,1.45,111646.0,78.13,54.48,Google Ads,Brand Awareness,Boomers,Africa
70527.41,1.32,3.26,247021.0,24.07,59.21,Instagram,Brand Awareness,Millennials,North America
41316.07,5.56,3.24,50367.0,21.02,80.93,Twitter,Lead Generation,Gen Z,North America
51335.17,9.92,3.99,322758.0,56.12,57.81,Facebook,Lead Generation,Millennials,Asia
43048.64,9.34,7.86,260733.0,72.08,78.21,LinkedIn,Sales Promotion,Gen Z,South America
45307.04,4.63,6.54,57951.0,41.51,77.3,Twitter,Brand Awareness,Boomers,South America
25474.0,2.69,2.04,114831.0,61.88,81.65,Facebook,Lead Generation,Boomers,Africa
53656.35,4.96,7.9,136308.0,37.16,53.25,LinkedIn,Lead Generation,Gen Z,North America
67735.55,6.18,9.97,170653.0,40.8,52.41,Facebook,Lead Generation,Boomers,Asia
-363.5,0.87,3.88,331636.0,51.03,85.35,Facebook,Lead Generation,Gen Z,North America
52199.35,2.06,8.13,369062.0,37.4,93.15,Twitter,Sales Promotion,Gen X,Africa
77969.94,2.2,1.46,237669.0,33.66,76.06,Facebook,Brand Awareness,Gen X,South America
45553.31,7.43,2.98,98555.0,63.58,59.02,Twitter,Content Marketing,Gen X,North America
53146.21,5.8,2.81,308434.0,73.42,73.55,Google Ads,Content Marketing,Gen X,Africa
63851.25,6.23,2.1,236822.0,32.51,65.71,Instagram,Brand Awareness,Gen Z,North America
47488.39,2.66,2.55,248929.0,66.84,76.28,Google Ads,Brand Awareness,Boomers,North America
38296.96,6.69,3.59,211623.0,14.16,54.28,Instagram,Lead Generation,Gen X,Africa
73170.99,2.65,6.5,300074.0,50.91,89.62,Google Ads,Sales Promotion,Gen X,Africa
58440.66,2.51,0.75,329994.0,70.93,95.96,Instagram,Sales Promotion,Boomers,Europe
50635.2,4.07,3.36,177503.0,73.08,87.54,Twitter,Sales Promotion,Boomers,North America
74049.26,2.32,1.83,215637.0,12.29,71.24,Twitter,Brand Awareness,Gen Z,North America
27125.62,10.0,6.79,258831.0,11.84,70.58,Google Ads,Brand Awareness,Millennials,North America
65444.41,5.68,9.3,147265.0,52.96,70.14,Google Ads,Brand Awareness,Boomers,Asia
67161.95,6.41,9.41,228402.0,13.36,51.36,Facebook,Sales Promotion,Gen Z,South America
64324.62,9.64,1.74,146915.0,52.6,53.99,Facebook,Lead Generation,Boomers,North America
45642.09,8.73,5.81,395102.0,32.02,78.65,Twitter,Lead Generation,Gen X,North America
62751.6,8.57,2.1,152896.0,36.83,90.95,Twitter,Lead Generation,Boomers,Asia
46491.81,3.81,7.81,-2668.0,36.56,68.21,Google Ads,Brand Awareness,Gen X,South America
57489.67,0.86,6.45,263642.0,45.48,86.12,Instagram,Content Marketing,Millennials,Europe
64771.03,1.19,9.07,133654.0,54.48,55.34,Facebook,Brand Awareness,Millennials,Africa
29954.32,5.43,8.07,336952.0,24.87,93.75,Google Ads,Content Marketing,Boomers,North America
60908.34,8.81,9.28,407224.0,44.33,55.81,Google Ads,Lead Generation,Boomers,Asia
24587.69,0.86,6.82,265309.0,57.73,53.35,Facebook,Sales Promotion,Boomers,South America
82254.8,2.36,5.03,33528.0,28.81,92.33,Facebook,Content Marketing,Boomers,South America
14750.05,1.86,4.94,401841.0,48.45,90.45,LinkedIn,Sales Promotion,Millennials,Africa
71125.85,8.22,9.0,157264.0,63.3,62.86,LinkedIn,Brand Awareness,Gen Z,Asia
67930.47,7.5,5.45,144032.0,37.29,79.38,Facebook,Lead Generation,Gen Z,North America
46523.52,9.04,3.25,310113.0,19.56,86.02,Google Ads,Content Marketing,Gen X,South America
63509.3,4.01,1.68,40051.0,46.69,62.03,Facebook,Sales Promotion,Boomers,North America
49238.8,3.39,7.69,191591.0,57.86,71.14,Google Ads,Lead Generation,Gen X,Africa
25519.63,6.44,2.74,34244.0,49.13,96.8,Google Ads,Lead Generation,Gen X,Africa
57136.35,4.55,3.83,222835.0,50.68,51.47,Twitter,Sales Promotion,Boomers,North America
23518.23,9.08,4.8,216401.0,15.96,85.51,Google Ads,Lead Generation,Boomers,South America
55746.21,4.15,2.77,126433.0,68.79,67.62,LinkedIn,Brand Awareness,Gen Z,South America
65547.45,9.03,2.5,202445.0,73.27,62.66,Facebook,Brand Awareness,Boomers,Africa
65811.84,7.54,4.19,265024.0,52.04,68.78,Google Ads,Lead Generation,Gen Z,Europe
52849.13,4.4,2.92,163594.0,56.06,87.63,LinkedIn,Lead Generation,Millennials,North America
59420.75,3.16,8.34,221217.0,55.66,55.72,LinkedIn,Sales Promotion,Gen Z,North America
65214.64,4.92,7.65,183941.0,79.33,61.85,Twitter,Brand Awareness,Boomers,Europe
71188.29,9.56,4.17,315851.0,31.44,60.03,Google Ads,Brand Awareness,Boomers,Africa
35566.89,9.06,4.33,220734.0,49.07,98.5,Google Ads,Brand Awareness,Gen X,Europe
43239.15,3.59,6.68,326508.0,44.64,97.07,Google Ads,Sales Promotion,Gen Z,Europe
109483.72,0.7,3.6,151592.0,79.85,74.72,Twitter,Brand Awareness,Gen X,South America
53659.41,7.04,0.79,207147.0,18.83,65.44,Instagram,Content Marketing,Gen X,Asia
72456.62,7.83,4.64,274324.0,63.5,83.63,Google Ads,Brand Awareness,Gen Z,Africa
45372.65,4.64,8.76,202731.0,68.44,79.83,Instagram,Lead Generation,Gen X,North America
66531.17,3.22,8.71,389782.0,29.55,99.14,Twitter,Content Marketing,Gen X,Europe
48513.98,5.09,4.81,245338.0,12.07,88.89,LinkedIn,Lead Generation,Gen X,South America
27911.18,8.91,2.33,89211.0,71.21,87.44,Facebook,Content Marketing,Gen Z,Europe
11324.93,6.0,6.7,186247.0,44.43,66.45,LinkedIn,Content Marketing,Boomers,Africa
37422.02,7.52,5.16,294071.0,40.27,98.53,Google Ads,Content Marketing,Gen Z,Asia
61042.45,8.0,7.19,253162.0,39.14,60.74,Facebook,Content Marketing,Millennials,South America
21191.16,8.94,2.08,497290.0,70.84,70.06,Instagram,Brand Awareness,Millennials,Africa
63082.43,8.56,5.79,149496.0,61.58,93.6,Instagram,Lead Generation,Gen Z,North America
53337.77,2.42,2.09,229280.0,54.51,97.32,Google Ads,Sales Promotion,Gen Z,Africa
42925.11,9.34,5.59,181785.0,79.9,77.22,Facebook,Lead Generation,Boomers,Europe
29711.36,1.28,9.85,218213.0,70.7,53.85,Twitter,Content Marketing,Boomers,Africa
32443.48,1.68,3.69,224020.0,13.11,60.94,Instagram,Lead Generation,Gen X,Europe
29782.58,8.49,2.58,125598.0,24.07,77.82,Google Ads,Lead Generation,Boomers,Africa
48615.39,2.94,4.56,211950.0,66.64,89.18,Twitter,Lead Generation,Millennials,Africa
33204.52,9.75,9.74,99584.0,62.94,73.59,LinkedIn,Content Marketing,Millennials,North America
55175.36,0.65,7.0,333532.0,38.05,79.16,LinkedIn,Content Marketing,Gen X,Africa
35013.55,5.01,7.21,166775.0,14.16,54.07,Google Ads,Brand Awareness,Boomers,Africa
58658.51,3.93,8.37,243853.0,43.94,91.58,Google Ads,Content Marketing,Millennials,Africa
46017.45,9.83,6.03,175146.0,72.26,60.59,Instagram,Brand Awareness,Gen X,Asia
61027.15,6.2,8.47,237620.0,40.06,72.89,LinkedIn,Brand Awareness,Gen Z,Europe
25015.86,5.8,4.42,107189.0,14.02,91.4,Twitter,Brand Awareness,Boomers,Africa
61200.48,3.56,8.81,287856.0,70.75,60.26,Instagram,Lead Generation,Millennials,Europe
58661.42,4.18,7.79,312984.0,22.97,50.73,Instagram,Content Marketing,Gen Z,Africa
84853.16,3.33,4.09,154725.0,73.29,67.44,Twitter,Sales Promotion,Gen X,Africa
47531.59,1.54,3.59,250968.0,35.02,65.55,Instagram,Brand Awareness,Boomers,Europe
40115.35,8.03,0.92,392252.0,45.86,97.56,LinkedIn,Lead Generation,Millennials,Africa
49986.34,8.63,2.07,300985.0,55.63,97.7,Twitter,Sales Promotion,Gen X,North America
70987.12,5.37,3.25,284304.0,78.98,85.4,Facebook,Sales Promotion,Millennials,South America
34886.89,1.29,2.53,368393.0,75.01,60.95,Google Ads,Lead Generation,Millennials,Africa
28711.83,5.28,8.78,261997.0,15.51,73.84,LinkedIn,Brand Awareness,Boomers,North America
44277.64,3.48,4.05,117497.0,76.44,69.53,Instagram,Sales Promotion,Gen X,Europe
46629.85,0.85,6.26,169449.0,51.94,63.39,LinkedIn,Sales Promotion,Boomers,North America
72516.17,0.71,3.82,293188.0,55.27,91.93,Instagram,Lead Generation,Millennials,Africa
51633.19,4.5,8.73,269253.0,76.76,92.62,Facebook,Content Marketing,Gen Z,Asia
35748.95,1.65,2.91,103339.0,50.05,96.81,LinkedIn,Brand Awareness,Millennials,Europe
72648.48,4.22,7.08,248161.0,25.2,79.72,Google Ads,Brand Awareness,Gen X,South America
21862.03,1.73,1.95,157591.0,53.7,74.86,Facebook,Lead Generation,Millennials,North America
71999.55,6.53,9.9,244342.0,44.64,92.01,Instagram,Content Marketing,Gen Z,Asia
95645.35,5.38,4.92,138077.0,37.7,75.21,Twitter,Brand Awareness,Boomers,Asia
70532.27,8.38,8.64,133585.0,64.18,94.98,Facebook,Lead Generation,Boomers,Europe
65321.85,4.73,5.33,48030.0,36.61,69.71,Google Ads,Sales Promotion,Gen X,North America
83005.41,9.51,10.0,243725.0,61.39,95.26,Twitter,Sales Promotion,Gen X,Africa
45358.09,6.55,3.16,343206.0,64.52,55.98,Instagram,Sales Promotion,Boomers,Asia
60498.0,7.68,6.81,129437.0,33.84,59.74,Google Ads,Brand Awareness,Millennials,Europe
2125.3,5.19,3.98,266652.0,55.58,99.9,Google Ads,Content Marketing,Gen X,Asia
25660.71,9.61,8.42,73679.0,50.09,81.24,Twitter,Brand Awareness,Gen Z,Africa
12431.16,5.19,3.58,-5034.0,10.19,99.51,Instagram,Sales Promotion,Gen Z,Africa
52681.76,1.52,7.96,142979.0,27.75,93.01,LinkedIn,Lead Generation,Gen X,Asia
81597.41,3.84,4.38,248234.0,75.77,78.45,Instagram,Sales Promotion,Boomers,North America
16958.22,7.85,7.38,235772.0,38.21,91.92,Facebook,Content Marketing,Boomers,Europe
47937.98,8.89,1.01,218285.0,38.08,99.36,Google Ads,Content Marketing,Gen Z,Asia
50422.1,3.86,3.14,97974.0,77.26,58.79,LinkedIn,Sales Promotion,Gen X,Africa
50796.73,7.74,7.4,154055.0,63.17,79.51,Google Ads,Sales Promotion,Boomers,South America
18621.89,2.4,0.83,154703.0,72.1,59.26,Twitter,Lead Generation,Gen X,North America
41669.99,8.34,0.6,259243.0,29.11,60.27,Facebook,Brand Awareness,Gen X,Asia
39209.64,8.03,8.13,202030.0,39.94,53.79,Twitter,Lead Generation,Millennials,Europe
52907.91,1.74,1.07,254257.0,70.87,52.42,Facebook,Sales Promotion,Millennials,Africa
50390.37,7.24,9.82,267619.0,70.07,92.98,Google Ads,Sales Promotion,Millennials,South America
84438.26,3.19,8.93,239911.0,48.9,63.23,Twitter,Sales Promotion,Gen Z,South America
19261.26,9.51,2.79,243229.0,50.07,92.72,Google Ads,Lead Generation,Millennials,Africa
51430.48,6.84,9.54,210015.0,37.0,89.84,Twitter,Lead Generation,Gen X,Asia
46810.31,8.78,9.26,247291.0,27.25,94.8,LinkedIn,Content Marketing,Millennials,Asia
33177.54,1.05,8.94,127044.0,44.3,88.31,Facebook,Content Marketing,Millennials,South America
57633.19,8.34,8.75,146980.0,54.66,52.25,Google Ads,Brand Awareness,Millennials,Asia
47297.96,6.1,1.42,192382.0,74.22,75.14,Instagram,Content Marketing,Millennials,South America
30205.12,7.54,8.28,248686.0,78.57,98.78,Twitter,Lead Generation,Gen Z,South America
27803.55,3.0,7.95,343157.0,47.63,87.87,Google Ads,Content Marketing,Gen X,Europe
91320.4,6.94,1.26,303144.0,13.73,82.23,Twitter,Lead Generation,Gen X,North America
93272.44,7.64,9.42,120267.0,47.81,93.51,Google Ads,Brand Awareness,Gen X,Europe
40288.86,2.95,6.67,163300.0,64.71,74.78,Instagram,Brand Awareness,Millennials,North America
32241.75,2.59,3.72,231643.0,72.21,68.91,Facebook,Brand Awareness,Gen Z,Asia
69850.54,6.72,8.23,199296.0,61.49,72.23,Twitter,Sales Promotion,Gen X,Asia
47434.25,6.97,9.29,325312.0,48.08,93.7,Google Ads,Sales Promotion,Boomers,Europe
45099.48,5.78,7.84,163263.0,38.43,78.29,LinkedIn,Content Marketing,Gen X,North America
45547.44,1.49,7.42,230903.0,12.63,91.2,Instagram,Brand Awareness,Millennials,Africa
41548.8,3.85,5.01,220200.0,65.16,79.95,Google Ads,Brand Awareness,Gen X,Africa
56594.67,2.69,0.53,213728.0,77.74,87.18,Instagram,Content Marketing,Millennials,Asia
43087.26,3.54,5.43,158326.0,13.16,87.95,LinkedIn,Brand Awareness,Gen X,North America
56562.88,5.63,7.76,191904.0,71.25,80.67,Instagram,Lead Generation,Millennials,Europe
52660.3,8.23,7.5,246139.0,66.16,58.09,LinkedIn,Sales Promotion,Millennials,South America
46698.47,0.79,4.36,376631.0,13.5,51.77,Instagram,Lead Generation,Gen Z,Europe
64391.89,7.7,8.86,142464.0,24.15,81.88,Instagram,Content Marketing,Boomers,North America
67490.02,4.99,9.87,129805.0,50.76,86.74,LinkedIn,Lead Generation,Millennials,Africa
52714.91,5.23,5.08,241480.0,53.69,66.13,LinkedIn,Sales Promotion,Boomers,North America
51064.68,2.29,4.97,246565.0,75.05,58.58,Google Ads,Sales Promotion,Gen X,Europe
19018.25,7.88,4.32,134712.0,42.32,84.18,Facebook,Content Marketing,Millennials,Africa
38135.44,5.97,5.54,203084.0,48.72,97.69,Instagram,Brand Awareness,Gen X,Europe
23210.8,4.27,7.79,255913.0,48.84,53.43,Twitter,Sales Promotion,Gen X,Europe
45924.27,2.75,3.95,219464.0,19.46,78.43,Twitter,Lead Generation,Boomers,Europe
67799.36,7.41,9.91,232133.0,79.54,95.95,Twitter,Content Marketing,Gen X,Europe
53157.79,9.74,5.57,89051.0,75.75,58.09,Twitter,Content Marketing,Gen X,Asia
76080.4,2.86,7.39,316682.0,14.54,51.69,Instagram,Brand Awareness,Boomers,Asia
72811.0,4.79,0.81,325755.0,31.94,58.17,Instagram,Sales Promotion,Boomers,North America
56218.4,9.63,1.48,287317.0,62.15,59.71,Instagram,Lead Generation,Millennials,Europe
35625.01,2.0,9.67,123328.0,28.8,83.53,Instagram,Sales Promotion,Boomers,South America
58647.72,9.34,1.18,160144.0,66.96,72.42,LinkedIn,Content Marketing,Gen Z,Europe
46235.91,5.31,2.04,166633.0,56.03,64.15,LinkedIn,Content Marketing,Millennials,Africa
73185.99,1.07,5.14,199585.0,68.25,84.7,Twitter,Content Marketing,Gen Z,South America
61209.06,8.43,5.81,97766.0,76.52,77.53,Twitter,Content Marketing,Boomers,Europe
74553.88,1.02,4.37,185652.0,59.69,72.67,Twitter,Sales Promotion,Gen Z,North America
71124.66,5.92,4.25,67577.0,66.9,71.08,Facebook,Brand Awareness,Gen Z,Africa
27618.46,1.36,4.34,275750.0,26.95,86.17,Facebook,Brand Awareness,Millennials,North America
64611.89,3.2,6.09,110029.0,78.52,92.58,LinkedIn,Lead Generation,Boomers,Africa
68373.03,3.2,5.7,203213.0,59.35,75.53,Facebook,Brand Awareness,Boomers,Europe
70698.08,9.35,4.88,91907.0,35.64,97.98,Facebook,Brand Awareness,Gen X,North America
46844.54,7.91,1.59,151807.0,50.82,56.67,Twitter,Lead Generation,Gen X,Africa
38501.13,3.35,8.99,37156.0,53.05,96.96,Google Ads,Content Marketing,Boomers,Asia
58248.01,9.59,7.94,227260.0,49.07,91.14,Facebook,Lead Generation,Boomers,Africa
85919.49,6.3,2.71,-145333.0,63.29,69.02,LinkedIn,Sales Promotion,Millennials,Europe
29250.1,9.94,3.14,207239.0,24.93,75.92,LinkedIn,Sales Promotion,Gen X,Asia
82923.45,8.38,8.19,264990.0,11.98,99.5,Instagram,Sales Promotion,Boomers,South America
43984.93,9.1,1.52,159370.0,25.34,94.49,Google Ads,Content Marketing,Gen Z,Europe
33079.65,0.84,3.84,94836.0,18.74,63.22,Twitter,Sales Promotion,Gen Z,North America
10533.96,8.87,1.22,148370.0,33.76,87.29,Twitter,Sales Promotion,Gen Z,Europe
58097.29,0.51,0.96,259829.0,51.83,80.18,Instagram,Sales Promotion,Gen Z,Asia
26820.66,3.37,6.35,195244.0,26.49,58.31,LinkedIn,Content Marketing,Gen Z,South America
22290.93,4.61,6.43,158201.0,46.34,59.6,Facebook,Brand Awareness,Millennials,Asia
38727.87,7.01,2.21,79961.0,21.94,64.69,Twitter,Content Marketing,Gen Z,South America
41596.78,6.58,6.02,195311.0,22.76,81.52,Facebook,Brand Awareness,Millennials,Asia
78311.84,7.06,2.9,209288.0,11.06,77.29,Google Ads,Sales Promotion,Millennials,Asia
61758.84,3.69,3.36,230429.0,18.84,96.21,LinkedIn,Brand Awareness,Gen X,North America
92521.8,2.16,6.39,228634.0,66.23,52.64,Facebook,Lead Generation,Boomers,South America
73266.21,9.99,5.08,135518.0,52.04,80.64,Instagram,Brand Awareness,Gen X,North America
44030.69,9.9,4.02,300258.0,79.62,59.24,Instagram,Content Marketing,Gen Z,Asia
36231.33,5.2,1.95,142183.0,45.26,50.56,Facebook,Lead Generation,Boomers,Africa
47763.54,5.14,7.39,196893.0,50.06,59.1,Twitter,Content Marketing,Millennials,Asia
17535.31,6.18,4.79,237968.0,49.48,89.08,Instagram,Content Marketing,Millennials,Africa
37613.67,5.57,2.23,264525.0,75.52,56.62,LinkedIn,Brand Awareness,Boomers,Europe
73887.56,9.53,9.13,287973.0,17.38,58.05,Twitter,Content Marketing,Gen X,North America
44280.34,1.75,6.73,373850.0,74.75,64.92,Twitter,Sales Promotion,Boomers,North America
21366.88,7.5,9.77,302797.0,36.47,93.93,Instagram,Sales Promotion,Millennials,Europe
19483.01,5.23,2.13,95047.0,53.67,89.98,Instagram,Brand Awareness,Boomers,North America
12707.77,4.58,4.92,109634.0,21.72,60.1,Twitter,Lead Generation,Gen Z,Asia
25462.43,0.88,9.7,51430.0,46.07,91.72,Facebook,Lead Generation,Gen X,South America
47569.38,2.6,7.3,173079.0,65.77,55.02,Google Ads,Sales Promotion,Gen X,Europe
20181.91,2.93,3.49,187750.0,15.51,65.39,LinkedIn,Content Marketing,Boomers,Africa
21457.81,7.66,0.79,249495.0,36.45,52.41,Twitter,Lead Generation,Gen X,Europe
54085.06,1.97,5.7,233460.0,55.04,80.0,LinkedIn,Content Marketing,Boomers,South America
35395.25,5.94,4.75,135121.0,63.69,53.98,Instagram,Brand Awareness,Gen Z,Asia
31405.47,3.06,4.58,251785.0,42.07,94.32,Facebook,Lead Generation,Gen X,South America
42789.38,9.48,6.34,250848.0,42.83,68.94,Google Ads,Lead Generation,Gen X,South America
86111.34,4.28,8.4,163597.0,16.58,51.41,Google Ads,Lead Generation,Boomers,Europe
47280.49,1.41,9.66,118281.0,38.41,90.08,Twitter,Sales Promotion,Gen X,Asia
59316.77,5.78,6.64,436653.0,78.22,71.39,LinkedIn,Sales Promotion,Millennials,North America
48345.86,8.89,6.3,338202.0,34.42,95.63,Instagram,Brand Awareness,Millennials,Africa
41642.9,4.99,7.93,246009.0,57.06,68.51,Facebook,Lead Generation,Millennials,North America
66129.46,1.23,5.51,80723.0,60.37,75.65,Google Ads,Content Marketing,Boomers,Europe
31044.47,6.48,7.22,85586.0,27.93,92.51,Google Ads,Brand Awareness,Gen Z,Asia
-2089.91,4.99,5.27,222227.0,28.62,57.39,Facebook,Content Marketing,Millennials,Europe
6126.99,9.32,1.55,263099.0,65.84,93.08,Twitter,Brand Awareness,Gen X,Europe
22252.31,3.65,4.93,35920.0,62.56,60.3,Instagram,Sales Promotion,Gen X,South America
55584.29,4.19,1.16,169838.0,74.14,87.78,LinkedIn,Brand Awareness,Boomers,Europe
48332.17,1.63,1.95,305940.0,65.62,91.48,Instagram,Content Marketing,Boomers,Asia
37657.51,6.48,3.48,118424.0,35.58,62.98,LinkedIn,Content Marketing,Millennials,Europe
74990.89,3.08,7.02,213595.0,27.21,80.55,Twitter,Content Marketing,Boomers,Asia
43595.63,9.81,6.38,81745.0,53.85,99.16,Facebook,Sales Promotion,Millennials,South America
37954.63,6.05,0.67,264589.0,12.38,82.51,Facebook,Content Marketing,Boomers,Asia
93001.77,2.9,0.99,161096.0,26.5,64.51,LinkedIn,Brand Awareness,Boomers,Europe
24449.13,2.26,2.83,26574.0,61.79,84.89,Instagram,Content Marketing,Millennials,Africa
77553.36,2.33,2.3,122509.0,48.77,54.27,LinkedIn,Content Marketing,Gen X,South America
35888.42,6.96,6.64,98559.0,67.04,56.09,Twitter,Lead Generation,Boomers,Africa
38870.74,0.51,8.99,186235.0,44.46,81.96,LinkedIn,Content Marketing,Boomers,Europe
89265.91,9.23,4.63,202456.0,14.99,65.79,Google Ads,Content Marketing,Millennials,North America
94240.02,8.12,4.35,249191.0,53.73,66.02,Facebook,Lead Generation,Gen X,Africa
31772.26,1.69,4.97,354105.0,36.55,61.4,Twitter,Content Marketing,Gen Z,North America
34628.27,8.79,7.63,-19841.0,31.68,77.84,Twitter,Content Marketing,Gen Z,Asia
40218.5,6.63,9.17,137549.0,26.59,80.13,Google Ads,Lead Generation,Gen Z,South America
81489.43,6.28,7.2,217156.0,38.02,72.93,Facebook,Brand Awareness,Millennials,Africa
45556.18,2.64,5.66,62012.0,52.11,52.41,Facebook,Sales Promotion,Gen X,Africa
13368.63,1.75,8.67,119127.0,53.87,50.95,Facebook,Sales Promotion,Millennials,North America
40739.08,9.19,4.24,241778.0,76.06,88.47,Facebook,Brand Awareness,Millennials,Africa
74703.57,2.53,4.91,161131.0,42.96,98.5,Google Ads,Content Marketing,Millennials,North America
50962.34,8.85,9.1,267601.0,51.79,59.16,Instagram,Brand Awareness,Gen Z,Europe
39497.85,6.58,5.73,428375.0,36.53,72.6,Instagram,Brand Awareness,Millennials,Asia
43585.23,7.29,5.96,172185.0,72.07,92.98,Google Ads,Content Marketing,Gen Z,Africa
30803.57,1.89,8.8,65511.0,72.92,90.79,LinkedIn,Sales Promotion,Boomers,Africa
69272.48,4.36,9.91,297157.0,59.7,66.29,Twitter,Brand Awareness,Millennials,South America
53348.95,7.36,3.74,90223.0,71.27,54.77,Instagram,Brand Awareness,Boomers,Asia
45635.2,0.71,5.41,182531.0,71.65,51.93,Instagram,Sales Promotion,Boomers,South America
33317.5,4.81,4.68,103249.0,40.41,65.14,Twitter,Content Marketing,Boomers,Africa
42507.64,7.12,0.69,134474.0,16.75,95.67,LinkedIn,Content Marketing,Millennials,North America
60000.2,9.23,1.33,270531.0,36.01,94.64,LinkedIn,Lead Generation,Gen X,Asia
46439.91,4.76,3.07,223571.0,40.93,93.6,Google Ads,Lead Generation,Gen Z,South America
54651.51,4.22,6.03,271772.0,26.83,89.73,Facebook,Content Marketing,Boomers,South America
72319.0,5.4,3.48,118244.0,28.57,60.2,Google Ads,Lead Generation,Boomers,Asia
32492.95,1.77,5.81,275993.0,43.46,52.44,Instagram,Brand Awareness,Gen X,Asia
44430.5,7.98,1.45,6734.0,53.87,59.75,Instagram,Content Marketing,Boomers,North America
33702.99,1.74,6.28,361213.0,11.49,78.44,Google Ads,Sales Promotion,Millennials,Europe
52059.06,3.47,6.85,207980.0,62.6,96.07,Google Ads,Brand Awareness,Boomers,Europe
49757.19,0.81,5.16,263520.0,33.26,54.15,Facebook,Brand Awareness,Gen X,South America
64901.8,1.01,9.85,227353.0,39.37,62.24,Instagram,Content Marketing,Gen X,South America
56907.53,8.25,2.22,237881.0,74.82,94.62,Google Ads,Content Marketing,Gen X,Asia
34570.01,1.42,6.84,300420.0,40.85,82.92,Twitter,Brand Awareness,Gen Z,South America
66999.49,1.3,7.54,228297.0,22.04,62.32,LinkedIn,Brand Awareness,Gen Z,Africa
96670.0,5.63,6.85,204283.0,22.66,51.07,Facebook,Content Marketing,Boomers,North America
32998.5,2.92,7.71,243312.0,51.95,96.91,Twitter,Sales Promotion,Boomers,South America
22892.41,1.71,5.43,166517.0,76.68,71.44,Facebook,Sales Promotion,Boomers,South America
87424.34,4.39,7.27,250296.0,44.37,72.23,Facebook,Content Marketing,Gen X,Europe
55628.02,9.8,4.37,140888.0,62.92,80.36,Instagram,Content Marketing,Gen Z,Europe
20989.6,9.75,4.16,117312.0,29.91,99.21,Facebook,Sales Promotion,Boomers,North America
68697.96,5.24,6.09,267163.0,42.04,86.33,LinkedIn,Lead Generation,Gen Z,Europe
76722.61,8.87,4.64,153389.0,56.74,73.3,LinkedIn,Content Marketing,Millennials,Asia
44581.32,2.67,2.26,125350.0,41.76,55.97,Twitter,Content Marketing,Boomers,North America
27070.06,9.53,6.87,111787.0,14.87,79.83,Instagram,Brand Awareness,Boomers,North America
28127.88,1.96,2.41,168583.0,75.55,50.45,Google Ads,Lead Generation,Boomers,Europe
43734.67,6.59,7.0,269923.0,54.42,55.81,LinkedIn,Brand Awareness,Boomers,Africa
19756.13,1.63,3.99,399055.0,28.52,51.79,Google Ads,Content Marketing,Millennials,Europe
53620.89,2.15,9.41,183805.0,61.6,72.82,Facebook,Lead Generation,Gen Z,South America
24029.47,0.55,0.91,243835.0,76.0,73.49,Google Ads,Lead Generation,Gen X,Africa
40582.57,2.9,9.51,146321.0,35.36,96.28,LinkedIn,Content Marketing,Gen X,Africa
60348.63,9.77,8.65,188361.0,33.07,60.61,Instagram,Brand Awareness,Gen Z,Asia
99735.72,5.2,0.85,58558.0,25.74,77.27,Facebook,Brand Awareness,Gen X,Africa
25152.24,6.17,8.45,58916.0,40.38,70.39,LinkedIn,Sales Promotion,Gen X,North America
68017.06,8.99,7.9,-29336.0,35.39,53.76,Instagram,Sales Promotion,Millennials,Europe
52432.0,9.03,6.03,231586.0,52.25,96.51,Twitter,Brand Awareness,Gen X,North America
33031.53,8.82,0.93,106662.0,45.41,56.99,Google Ads,Sales Promotion,Millennials,South America
11907.76,3.1,9.79,298596.0,72.95,63.28,LinkedIn,Brand Awareness,Boomers,North America
46447.79,3.75,3.11,380230.0,34.91,73.57,LinkedIn,Sales Promotion,Millennials,Africa
46109.99,3.62,5.36,167226.0,73.22,85.34,Instagram,Sales Promotion,Gen Z,Europe
32532.21,1.47,0.78,246664.0,19.86,72.78,Facebook,Lead Generation,Gen X,South America
54922.41,8.08,6.64,298010.0,33.86,98.64,Facebook,Brand Awareness,Millennials,Asia
59394.16,1.62,9.4,172062.0,31.62,69.76,Instagram,Content Marketing,Millennials,Europe
84082.37,3.83,2.46,216522.0,52.94,84.77,Instagram,Sales Promotion,Millennials,North America
41456.45,2.49,5.78,183764.0,67.96,79.01,Facebook,Lead Generation,Gen Z,Asia
66186.42,7.67,6.33,340104.0,74.93,75.97,Twitter,Lead Generation,Gen Z,Europe
52043.96,1.37,3.99,263999.0,34.88,61.38,Twitter,Brand Awareness,Gen X,Asia
66459.99,8.0,0.77,23840.0,13.97,73.13,Twitter,Content Marketing,Gen Z,South America
59969.75,1.74,6.02,180664.0,31.17,70.39,Instagram,Sales Promotion,Millennials,Europe
33773.11,9.52,7.35,199584.0,71.08,74.81,Twitter,Content Marketing,Gen Z,Asia
61548.51,4.77,2.11,240807.0,59.76,64.33,Google Ads,Content Marketing,Boomers,Asia
46202.04,6.52,1.81,156286.0,32.18,52.09,Instagram,Sales Promotion,Gen X,South America
47457.31,5.53,1.9,252059.0,66.31,53.93,LinkedIn,Brand Awareness,Millennials,Africa
40195.17,7.69,8.78,220025.0,51.43,94.86,Facebook,Content Marketing,Gen X,North America
69436.13,5.06,5.76,88352.0,67.5,58.24,Twitter,Brand Awareness,Gen X,Africa
